crit,roll,description,hits,hits/rnd,mod,mod_attacker,stunned,die,ooo,no_parry,parry,cover,alternate,damage_type
C,66,Strike shatters foe's knee. Foe crumbles to the ground. He is down for 3 rounds.,0,0,-90,0,2,-1,0,2,0,,,bone
C,70,Strike along foe's neck. Foe is frantic to evade death.,0,0,0,15,4,-1,0,2,0,,,
C,75,"Destructive strike to lower leg. If foe has leg armor, it is torn free.",5,0,-50,0,2,-1,0,2,0,,,
C,80,"Strike through muscle in shield arm. If foe has a shield, he drops it.",0,3,-25,0,6,-1,0,0,0,,,muscle
C,85,Strike bites into foe's ribs. The impact sounds truly terrible.,6,5,-25,0,3,-1,0,3,0,,,muscle/bone
C,90,"Strike impacts on foe's head. If he has no helm, he dies. Helm is destroyed",6,0,0,0,2,-1,0,2,0,,,
C,95,"Strike to chest. If foe has plate chest armor, he drops and dies in 9 rounds. If not, he dies instantly.",0,0,0,0,0,9,9,0,0,chest,die:0,muscle/organ
C,99,Strike through foe's neck breaks backbone and severs spine. Foe is paralyzed from the neck down.,0,0,0,0,0,-1,100000,0,0,,,nerve
C,100,Shot through both ears proves effective. Foe dies instantly. Pretty shot.,0,0,0,20x6,0,-1,0,0,0,,,
D,5,Strike bounces off.,2,0,0,0,0,-1,0,0,0,,,
D,10,Strike lands without energy.,4,0,0,0,0,-1,0,0,0,,,
D,15,Foe evades and maneuvers for a better position.,2,0,0,0,0,-1,0,0,1,,,
D,20,Precise strike to foe's side. You have the initiative for 1 round.,0,0,-10,0,0,-1,0,0,0,,,muscle
D,35,You wound foe in hip. Strike strips equipment from right side of waist,0,2,0,0,1,-1,0,0,0,,,muscle
D,45,Close call for foe's groin.,4,0,0,0,1,-1,0,0,0,waist,hits/rnd:3,muscle
D,50,Light strike pins foe's weapon arm to his side.,6,0,0,0,1,-1,0,1,0,,,
D,55,Solid chest strike leaves bruises and blood.,5,3,-15,0,0,-1,0,0,1,,,muscle
D,60,Strike foe in abdomen.,5,0,0,0,0,-1,0,2,0,abdomen,hits:3;hits/rnd:3;stunned:1;no_parry:1,muscle/organ
D,65,Blow to foe's weapon arm. Arm is numb.,3,3,-10,0,2,-1,0,0,0,,,muscle
D,66,"Strike to head kills foe, if he has no helm. If he has a helm he in knocked out for 6 hours.",10,0,0,0,0,-1,2160,0,0,head,die:0,nerve
D,70,Strike down foe's defenses with a blow to both arms.,3,0,-20,0,2,-1,0,2,0,,,muscle
D,75,Excellent blow to lower leg slashes muscles and cartilage. Foe falls prone.,6,0,-50,0,2,-1,0,2,0,,,muscle/cartilage
D,80,Strike to foe's shield arm. Arm is useless.,12,3,0,0,6,-1,0,0,0,,,muscle/bone
D,85,Major abdomenal wound. Blood pours out in frightening quantities.,10,6,-20,0,3,-1,0,3,0,,,muscle/organ
D,90,"Strike through foes kidneys. Foe is down and immobile for 2 hours, then he dies.",9,0,0,0,0,720,720,0,0,,,organ
D,95,"Strike through foe's side spills his guts on the floor. Foe fights on normally for 6 rounds, then dies.",0,0,0,0,0,6,0,0,0,,,organ
D,99,Strike plunges into doomed foe's chest and emerges from the other side. Foe drops and dies in 6 rounds.,0,0,0,0,0,6,6,0,0,,,organ
D,100,Strike through brain makes life difficult for foe. You have a half round left to act.,0,0,0,20,0,0,0,0,0,,,nerve
E,5,Strike lands flat.,3,0,0,0,0,-1,0,0,0,,,
E,10,Shot unbalances foe. You have initiative.,5,0,0,0,0,-1,0,0,0,,,
E,15,Foe is fearful of your skill and steps back from your mighty onslaught.,3,0,0,0,0,-1,0,0,1,,,
E,20,Foe vibrates from the impact of the strike.,0,0,0,20,1,-1,0,0,0,,,
E,35,Deal foe a measurable blow to his side. Any one container on your foe now has a hole in it.,2,2,-10,0,0,-1,0,0,0,,,muscle
E,45,Strike to upper leg rips clothing,3,0,0,0,0,-1,0,0,1,leg,hits:2;hits/rnd:3,muscle
E,50,"Strike to side. If foe has armor, the blow tears it open and exposes skin.",8,1,0,0,1,-1,0,0,0,abdomen,hits:4;hits/rns:4;stunned:1;no_parry:1,muscle/organ
E,55,Foe goes low to evade your attack. Strike takes foe down on one knee. Finish him.,5,0,-10,0,1,-1,0,1,0,,,muscle
E,60,Blow to foe's side. He stumbles to your right 10 feet.,6,5,0,0,1,-1,0,1,0,,,muscle/organ
E,65,Catch foe's forearm. The wound opens up nicely. Foe is in pain.,5,3,-15,0,2,-1,0,0,0,,,muscle
E,66,Strike through both of foe's lungs. Foe drops and passes out. He dies 6 rounds later.,0,0,0,10,0,6,6,0,0,,,organ
E,70,"Shot raises foe's arm up, severing many muscles and tendons. Arm is useless.",0,3,0,0,6,-1,0,0,0,,,muscle
E,75,"Strike plunges into leg with deadly effect. Foe drops, gripping his leg in pain.",0,0,-75,0,3,-1,0,3,0,,,muscle
E,80,"Strike foe in weapon arm, the bone is broken. Arm is useless.",0,0,0,0,0,-1,0,0,0,,,bone
E,85,Strike to foe's back severs a vein. Foe goes to his knees and dies in 12 rounds.,0,0,0,0,0,12,12,0,0,,,cartilage
E,90,Strike plunges in just below foe's collarbone Foe drops and dies in 12 rounds.,0,0,0,0,0,12,12,0,0,,,organ
E,95,Your weapon passes through the arm and sticks out the other side. Foe dies in 12 rounds,0,0,0,0,0,12,12,0,0,,,muscle/cartilage
E,99,Shot through heart sends foe reeling back 10 feet to a place suitable for death. Your weapon is stuck in reeling foe.,0,0,0,0,0,0,0,0,0,,,organ
E,100,Strike to foe's eye. Foe dies instantly. Carry on soldier.,0,0,0,25,0,0,0,0,0,,,organ
