crit,roll,description,hits,hits/rnd,mod,mod_attacker,stunned,die,ooo,no_parry,parry,cover,alternate,damage_type
B,45,"Grip fails, but bash does not. You unbalance your foe. You have the initative.",4,0,0,0,0,-1,0,0,1,,,
B,50,"Pull foe over, he breaks free. His is having touble recovering. Your heart is broken.",5,0,0,0,1,-1,0,0,0,,,
B,55,Grip foes garnments. They rip and you lose a hopeful hold. Foe is carried back by his break-away.,7,0,0,0,1,-1,0,0,0,,,
B,60,"Foe spins out of your grasp. However, spin nullifies his conterattack.",0,0,0,0,1,-1,0,0,1,,,
B,65,Slipping grasp arround foes waist is wak. He breaks your grip and stumbles out of your way.,0,0,0,0,2,-1,0,0,0,,,
B,66,You grab foes wapon arm and make him drop it with  a violent shake. Foe strins wrist trying to break free.,0,0,-25,0,2,-1,0,0,0,,,
B,70,"Grip foes neck. Push foes chin back steadily. He should act soon, or…",0,0,-20x3,0,0,-1,0,0,0,,,
B,75,Weak hold arround foes waist. He brings his kne up and oyu lose your grip. Foe does nor recover quickly.,4,0,-50x3,0,0,-1,0,0,0,,,
B,80,"Entangle foes shield arm. If foe has shield, your grip makes it impossible to use.  Until shield is dropped: -30 If no shield his arm is entangled",0,0,0,0,0,-1,0,0,0,shield,mod:-40,
B,85,Grip arround foes waist unbalances him. You have the initative. Foe shares much profanity with you,0,0,-50x6,0,0,-1,0,0,0,,,
B,90,Entangle foes leg and send him down. He does not hit hard. He pulls a muscle in his leg struggling,0,0,-10,0,2,-1,0,2,0,,,muscle
B,95,"Pull foes legs together. He goes down, hitting hard and dropping his weapon. He feebly attemps to crawl for it.",0,0,-25x4,0,2,-1,0,2,0,,,
B,99,"Entangle foes arm and flip him to ground, fracturing his leg. You immobilize him completely. He is prone, face down and still concious.",0,0,-40,0,0,-1,0,0,0,,,bone
B,100,"Grip foes neck in a vicious hold.  If foe cannot break your prip in 4 rnds, hhe will begin to pass out from suffocation",10,0,-40,0,1,-1,4,0,0,,,
C,5,fyou fingernails deal a vicious wound,1,0,0,0,0,-1,0,0,0,,,
C,10,"Foe grabs, misses. You have initative.",3,0,0,0,0,-1,0,0,0,,,
C,15,"You cannot get a good grip, foe hrts himself evading. You have initiative.",4,0,0,0,0,-1,0,0,0,,,
C,20,"Foe recovers, continues his defense by sweeping his weapon at your feet",0,0,0,0,0,-1,0,0,1,,,
C,35,Collide with foe. You push him away  and he stubles back 5 feet. It went better tha you could have hoped.,2,0,0,0,1,-1,0,0,0,,,
C,45,Your attack is almost comicla as you seek any little grip you can get. All the tiny tugs finally have an effect on foe.,0,0,0,0,1,-1,0,0,1,,,
C,50,"Gran foes waist. Your grip appeared to be strong, but now it is losing its advantage. You foe is working free",0,0,-25x3,0,0,-1,0,0,0,,,
C,55,"Grapple foes leg and try to lift it up off the gound. Foe slips away, but is off balance while recovering.",0,0,0,0,1,-1,0,1,0,,,
C,60,Short fingers render thigh hild ineffectual. Try lower next time.,3,0,-50x3,0,0,-1,0,0,0,,,
C,65,"Grap foe arround waist. Just when you think you grip is iron, he begins to break free. You might still prevail.",3,0,-50x3,0,0,-1,0,0,0,,,
C,66,"Grab foe, he halls down and you follwo. You knok him prone to stand back up. He is down for 1 round",5,0,0,0,0,-1,0,0,0,,,
C,70,grab foes shield arm. If foe has shield you grapple it. Until dropped: -50 without shield you grapple his arm.,0,0,0,0,0,-1,0,0,0,,mod:-40x3,
C,75,Very strong griparound foes waist. Foe is held at a great disadvantage. He might ge free.,0,0,-50,0,2,-1,0,2,0,,,muscle
C,80,"Entangle foes weapon arm. His weapon is held immobile. He cannot use it, but he will not drop it. He tries to knee you to escape, this fails.",0,0,-50,0,2,-1,0,2,0,,,tendons
C,85,"Brutal grip around foes chest, leaves bruises all over him. Your assoulthas created much confusion.",3,0,-5,0,3,-1,0,3,0,,,muscle
C,90,"Your assault is stronf and lucky. As you grapple foe, you stomp his foot. He fails hard, breaking his shoulder.",10,0,-40,0,6,-1,0,0,0,,,bone
C,95,Painfully immobilize weapon arm. Foe cannot surrender quickly enough to aviod damage and pain,15,0,-95x8,0,4,-1,1000,4,0,,,muscle/tendons
C,99,"Entrangle foes legs, Grapple weapon arm and break it on an available surface. You send foe to the ground. He falls very hard and is knocked out,",20,0,-30,0,10,-1,1000,10,0,,,bone
C,100,Grip foes head and jerk it around. If foe has no neck armor he dies.,5,0,-75,0,5,-1,0,5,0,neck,die:0,muscle/tendons/bone
D,5,A little elbow before you lose your grip.,2,0,0,0,0,-1,0,0,0,,,
D,10,This was not a special moment,4,0,0,0,0,-1,0,0,0,,,
D,15,"Grab foes head, if foe has a helm, you twist it. Otherwise, you gain initative",0,0,0,0,1,-1,0,0,0,helm,hits:0,
D,20,"Push foe, unbalancing him. You have initiative for 2 rnds.",0,0,0,0,0,-1,0,0,0,,,
D,35,"Hard, but poorly placed. Foe bounces back out of yourgrip. He looks like he does not recognize you",3,0,0,0,1,-1,0,0,0,,,
D,45,Strike to foes shield arm. If hoe has no shield you immobilie arm for 6 rnds.,3,0,0,0,0,-1,0,0,0,shield,mod:-10x6,
D,50,"Painful grip on foes hand. You do not break anything, but he thinks so. you have the initative for 4 rounds.",0,0,-30x3,0,0,-1,0,0,0,,,
D,55,Catch foes waist garnments and pull him in. He is in trouble. He seeks to strike you hand and break your hold.,0,0,-50x3,0,0,-1,0,0,0,,,
D,60,"Grip foes side and shake him like a rattle. He is dioriented, but gets free.",6,0,0,0,3,-1,0,0,0,,,
D,65,Clumsy bear hug around foe. Fo can do little to escape for the moment. Both arms are pinned,0,0,-20,0,0,-1,0,2,0,,,tendons
D,66,"Grab leg and flip foe to ground, pinning him. Prone and immobile for 2 rnds, he might surrender.",6,0,0,0,0,-1,2,0,0,,,
D,70,"Foe barely escapes immobilization, but must recover form the ordeal.",7,0,0,0,0,-1,0,2,0,,,
D,75,You graple for in a brutal way. Hold proves to be excellent. You have him. What next?,0,0,-70x3,0,1,-1,0,1,0,,,
D,80,"Entangle foes weapon arm. Foe hangs onto his weapon, but the arm is immobilized. You try to make him strike himself. It fails.",4,0,0,0,0,-1,0,0,0,,,
D,85,"Grab knee and send foe down. He breaks his fall by breaking his shield arm, he is disarmed and prone.",5,0,-10,0,2,-1,0,2,0,,,bone
D,90,Tie up both of foes arms. He is immobile and cannot fight back affectively. You have him now,10,0,0,0,9,-1,0,0,9,,,
D,95,Grapple foes legs and send him over. He hits his head in the fall. You get little resistance after that.,10,0,0,0,30,-1,0,0,30,,,
D,99,"Crushing grip around foes neck. If no neck armor, foe dies in 6 rnds from your mortal grip. Foe is disarmed.",0,0,0,0,3,-1,0,3,0,neck,die:6,
D,100,Grapple foes head. His skull is fractured during this assault. If he has no helm he is in coma for 30 days,3,0,0,0,9,-1,0,9,0,helm,Ooo:100000,bone
E,5,You grip strand of foes hair. It breaks,3,0,0,0,0,-1,0,0,0,,,
E,10,You have initiative next round.,5,0,0,0,0,-1,0,0,0,,,
E,15,"Lame attack, but foe is concerned. He moves back.",6,0,0,0,0,-1,0,0,1,,,
E,20,Stron passing blow near foes head. His violent evasion is not productive.,3,0,0,0,1,-1,0,0,0,,,
E,35,"Uncoordinated attack and a little luck, allows foe to escape your grasp. You have initative for 2 rnds.",0,0,0,0,1,-1,0,0,0,,,
E,45,attack to upper leg. Foe spins to freak free. He is disoriented badly. It takes a moment for him to see you.,0,0,0,0,1,-1,0,1,0,,,
E,50,You and fo collide. He breaks your grip and stumbles away. You bounce back and miss a good oportunity.,0,0,0,0,2,-1,0,2,0,,,
E,55,Grip to shield arm. Foe drops his shield as he wails in pain. You try to stay serious.,5,0,0,0,2,-1,0,2,0,,,
E,60,Grasp around fes leg proves effective. Foe is unbalanced for a moment.,0,0,-25x3,0,1,-1,0,1,0,,,
E,65,You find youself on foes shield side. If he has a shield you are stymied,0,0,0,0,0,-1,0,0,0,shield,hits:7;stunned:3;no_parry:3,
E,66,Grasp foe around neck and bring him to ground. Muscles and tendons tear. Foe is prone and immobilized for 3 rnds,3,0,0,0,1,-1,3,0,0,,,muscle/tendons
E,70,You almost disarm foe and trip him. He uses weapon arm to prevent his fall.,0,0,-75x1,0,2,-1,0,2,0,,,
E,75,Foe evades your grasp by falling to the ground. A clever ploy. Smile at your good fortune.,9,0,0,0,2,-1,0,2,0,,,
E,80,"Grab foes weapon arm and beat on it, without concern foe the rest of foe. Foe is disarmed. Your tear ligaments and pull muscles.",0,0,-40,0,3,-1,0,0,0,,,muscle/tendons
E,85,Entangle both of foes arms and pun them to his body. Foe cannot move his arms and he looks ready to surrender.,0,0,-75x10,0,0,-1,0,0,0,,,
E,90,"Foe stumbles, with your assistance, and falls. His weapon breaks on impact.. if has no chest armor he takes a D Krush",3,0,0,0,1,-1,0,0,0,chest,hits:0,
E,95,Wrap up foes legs. Foe tumbles to the ground like a ragdoll breaking both arms and an ankle. Foe is knocked out,20,0,-95,0,0,-1,100000,0,0,,,bone
E,99,Attack results in strangling hold. Foe Flails legs in desperation. Foe is unable to break free and dies  after 9 rnds of helpless struggling. Grim,3,0,0,0,1,9,9,0,0,,,
E,100,Crush foes windpipe and pull the head from his body. You are mighty,0,0,0,25,0,0,0,0,0,,,
